N°;DEPARTEMENT;COMMUNE;ARRONDISSEMENT;VILLAGE_QUARTIER;CENTRE DE VOTE;POSTE DE VOTE;LATITUDE;LONGITUDE
9118;COUFFO;DJAKOTOMEY;KOKOHOUE;KANSOUHOUE;EPP SOSSOUHOUE;PV 02;6.8987915;1.7165868
9119;COUFFO;DJAKOTOMEY;KOKOHOUE;KANSOUHOUE;EPP SOSSOUHOUE;PV 03;6.8987915;1.7165868
9120;COUFFO;DJAKOTOMEY;KOKOHOUE;KOKOHOUE;EPP HOUNGBA GBEDOKPA;PV 01;6.8987915;1.7165868
9121;COUFFO;DJAKOTOMEY;KOKOHOUE;KOKOHOUE;EPP HOUNGBA GBEDOKPA;PV 02;6.8987915;1.7165868
9122;COUFFO;DJAKOTOMEY;KOKOHOUE;KOKOHOUE;EPP HOUNGBA GBEDOKPA;PV 03;6.8987915;1.7165868
9123;COUFFO;DJAKOTOMEY;KOKOHOUE;KOKOHOUE;EPP KOKOHOUE;PV 01;6.8987915;1.7165868
9124;COUFFO;DJAKOTOMEY;KOKOHOUE;KOKOHOUE;EPP KOKOHOUE;PV 02;6.8987915;1.7165868
9125;COUFFO;DJAKOTOMEY;KOKOHOUE;MIGBOWOMEY;EPP MIGBOWOMEY;PV 01;6.8308261;1.7197568
9126;COUFFO;DJAKOTOMEY;KOKOHOUE;MIGBOWOMEY;EPP MIGBOWOMEY;PV 02;6.8308261;1.7197568
9127;COUFFO;DJAKOTOMEY;KOKOHOUE;SEMANOUHOUE;HANGAR PLACE PUBLIQUE SEMANOUHOUE;PV 01;6.8414457;1.7135622
9128;COUFFO;DJAKOTOMEY;KPOBA;BAHOUE;HANGAR PLACE PUBLIQUE BAHOUE;PV 01;6.8409417;1.6501355
9129;COUFFO;DJAKOTOMEY;KPOBA;BAHOUE;HANGAR PLACE PUBLIQUE BAHOUE;PV 02;6.8409417;1.6501355
9130;COUFFO;DJAKOTOMEY;KPOBA;FANTCHOUTCHEHOUE;MAGASIN GV FANTCHOUTCHEHOUE;PV 01;6.8226699;1.6489656
9131;COUFFO;DJAKOTOMEY;KPOBA;FANTCHOUTCHEHOUE;MAGASIN GV FANTCHOUTCHEHOUE;PV 02;6.8226699;1.6489656
9132;COUFFO;DJAKOTOMEY;KPOBA;KPOBA;EPP KPOBA G/A;PV 01;6.8394646;1.6553998
9133;COUFFO;DJAKOTOMEY;KPOBA;KPOBA;EPP KPOBA G/A;PV 02;6.8394646;1.6553998
9134;COUFFO;DJAKOTOMEY;KPOBA;KPOBA;EPP KPOBA G/A;PV 03;6.8394646;1.6553998
9135;COUFFO;DJAKOTOMEY;KPOBA;MEKPOHOUE;EPP MEKPOHOUE;PV 01;6.8399203;1.6679856
9136;COUFFO;DJAKOTOMEY;KPOBA;MEKPOHOUE;EPP MEKPOHOUE;PV 02;6.8399203;1.6679856
9137;COUFFO;DJAKOTOMEY;KPOBA;MEKPOHOUE;EPP MEKPOHOUE;PV 03;6.8399203;1.6679856
9138;COUFFO;DJAKOTOMEY;KPOBA;NAKIDAHOHOUE;EPP NAKIDAHOHOUE;PV 01;6.8121142;1.6312362
9139;COUFFO;DJAKOTOMEY;KPOBA;NAKIDAHOHOUE;EPP NAKIDAHOHOUE;PV 02;6.8121142;1.6312362
9140;COUFFO;DJAKOTOMEY;KPOBA;ZOHOUDJI;EPP ZOHOUDJI G/A ET B;PV 01;6.8208132;1.6370835
9141;COUFFO;DJAKOTOMEY;KPOBA;ZOHOUDJI;EPP ZOHOUDJI G/A ET B;PV 02;6.8208132;1.6370835
9142;COUFFO;DJAKOTOMEY;SOKOUHOUE;AKODEBAKOU;EPP AKODEBAKOU G/A;PV 01;6.8943923;1.6721648
9143;COUFFO;DJAKOTOMEY;SOKOUHOUE;AKODEBAKOU;EPP AKODEBAKOU G/A;PV 02;6.8943923;1.6721648
9144;COUFFO;DJAKOTOMEY;SOKOUHOUE;ASSOGBAHOUE;HANGAR PLACE PUBLIQUE ASSOGBAHOUE;PV 01;6.8636578;1.6797815
9145;COUFFO;DJAKOTOMEY;SOKOUHOUE;ASSOGBAHOUE;HANGAR PLACE PUBLIQUE ASSOGBAHOUE;PV 02;6.8636578;1.6797815
9146;COUFFO;DJAKOTOMEY;SOKOUHOUE;AVODJIHOUE;PLACE PUBLIQUE AVODJIHOUE;PV 01;6.9026813;1.6945327
9147;COUFFO;DJAKOTOMEY;SOKOUHOUE;AVODJIHOUE;PLACE PUBLIQUE AVODJIHOUE;PV 02;6.9026813;1.6945327
9148;COUFFO;DJAKOTOMEY;SOKOUHOUE;AVONNOUHOUE;CEG AVONNOUHOUE;PV 01;6.904274;1.6850848
9149;COUFFO;DJAKOTOMEY;SOKOUHOUE;GBEKEHOUE;PLACE PUBLIQUE GBEKEHOUE;PV 01;6.8497894;1.6717856
9150;COUFFO;DJAKOTOMEY;SOKOUHOUE;GBEKEHOUE;PLACE PUBLIQUE GBEKEHOUE;PV 02;6.8497894;1.6717856
9151;COUFFO;DJAKOTOMEY;SOKOUHOUE;HOUNKEMEY;EPP HOUNKEMEY G/A ET B;PV 01;6.8747192;1.6847283
9152;COUFFO;DJAKOTOMEY;SOKOUHOUE;HOUNKEMEY;EPP HOUNKEMEY G/A ET B;PV 02;6.8747192;1.6847283
9153;COUFFO;DJAKOTOMEY;SOKOUHOUE;MEDEDJIHOUE;PLACE PUBLIQUE MEDEDJIHOUE;PV 01;6.9019616;1.690337
9154;COUFFO;DJAKOTOMEY;SOKOUHOUE;MEDEDJIHOUE;PLACE PUBLIQUE MEDEDJIHOUE;PV 02;6.9019616;1.690337
9155;COUFFO;DJAKOTOMEY;SOKOUHOUE;SAHOU-SOHOUE;EPP SAHOU-SOHOUE;PV 01;6.8648082;1.6740771
9156;COUFFO;DJAKOTOMEY;SOKOUHOUE;SAHOU-SOHOUE;EPP SAHOU-SOHOUE;PV 02;6.8648082;1.6740771
9157;COUFFO;DJAKOTOMEY;SOKOUHOUE;SAHOU-SOHOUE;EPP SAHOU-SOHOUE;PV 03;6.8648082;1.6740771
9158;COUFFO;DJAKOTOMEY;SOKOUHOUE;SOKOUHOUE;EPP SOKOUHOUE G/A ET B;PV 01;6.904274;1.6850848
9159;COUFFO;DJAKOTOMEY;SOKOUHOUE;SOKOUHOUE;EPP SOKOUHOUE G/A ET B;PV 02;6.904274;1.6850848
9160;COUFFO;DJAKOTOMEY;SOKOUHOUE;SOKOUHOUE;HANGAR PLACE PUBL DJAKPAHOUE;PV 01;6.904274;1.6850848
9161;COUFFO;DJAKOTOMEY;SOKOUHOUE;TOKPOHOUE;EPP TOKPOHOUE G/A;PV 01;6.846991;1.6803519
9162;COUFFO;DJAKOTOMEY;SOKOUHOUE;TOKPOHOUE;EPP TOKPOHOUE G/A;PV 02;6.846991;1.6803519
9163;COUFFO;DJAKOTOMEY;SOKOUHOUE;ZOUZOUVOU;EPP ZOUZOUVOU;PV 01;6.8808693;1.6794695
9164;COUFFO;DJAKOTOMEY;SOKOUHOUE;ZOUZOUVOU;EPP ZOUZOUVOU;PV 02;6.8808693;1.6794695
9165;COUFFO;DJAKOTOMEY;SOKOUHOUE;ZOUZOUVOU;EPP ZOUZOUVOU;PV 03;6.8808693;1.6794695
9166;COUFFO;DOGBO;AYOMI;AGBEDRANFO;EPP AGBEDRANFO;PV 01;6.7607932;1.7252123
9167;COUFFO;DOGBO;AYOMI;AGBEDRANFO;EPP AGBEDRANFO;PV 02;6.7607932;1.7252123
9168;COUFFO;DOGBO;AYOMI;AVEDJIN;EPP AVEDJIN;PV 01;6.7893485;1.6816174
9169;COUFFO;DOGBO;AYOMI;AVEDJIN;EPP AVEDJIN;PV 02;6.7893485;1.6816174
9170;COUFFO;DOGBO;AYOMI;AYOMI CENTRE;EPP AYOMI CENTRE;PV 01;6.7782026;1.7217071
9171;COUFFO;DOGBO;AYOMI;AYOMI CENTRE;EPP AYOMI CENTRE;PV 02;6.7782026;1.7217071
9172;COUFFO;DOGBO;AYOMI;GBANNAVE;EPP GBANNAVE;PV 01;6.7895231;1.7407269
9173;COUFFO;DOGBO;AYOMI;GBANNAVE;EPP GBANNAVE;PV 02;6.7895231;1.7407269
9174;COUFFO;DOGBO;AYOMI;GBANNAVE;PLACE PUBLIQUE TCHEKEHOUE;PV 01;6.7895231;1.7407269
9175;COUFFO;DOGBO;AYOMI;KETCHANDJI-KPOLEDJI;EPP KETCHANDJI;PV 01;6.7663251;1.6938623
9176;COUFFO;DOGBO;AYOMI;KETCHANDJI-KPOLEDJI;PLACE PUBLIQUE KPOLEDJI;PV 01;6.7663251;1.6938623
9177;COUFFO;DOGBO;AYOMI;KPODAHA CENTRE;EPP AKAHOUE;PV 01;6.7782026;1.7217071
9178;COUFFO;DOGBO;AYOMI;KPODAHA CENTRE;EPP AKAHOUE;PV 02;6.7782026;1.7217071
9179;COUFFO;DOGBO;AYOMI;KPODAHA CENTRE;PLACE PUBLIQUE HOUNGBA;PV 01;6.7782026;1.7217071
9180;COUFFO;DOGBO;AYOMI;KPODAHA CENTRE;PLACE PUBLIQUE KPODAHA;PV 01;6.7782026;1.7217071
9181;COUFFO;DOGBO;AYOMI;KPODAHA CENTRE;PLACE PUBLIQUE KPODAHA;PV 02;6.7782026;1.7217071
9182;COUFFO;DOGBO;AYOMI;KPODAHA CENTRE;PLACE PUBLIQUE SODOHOUE;PV 01;6.7782026;1.7217071
9183;COUFFO;DOGBO;AYOMI;KPODAHA DEKA;EPP GOSSOUHOUE;PV 01;6.7782026;1.7217071
9184;COUFFO;DOGBO;AYOMI;KPODAHA DEKA;EPP GOSSOUHOUE;PV 02;6.7782026;1.7217071
9185;COUFFO;DOGBO;AYOMI;KPODAHA DEKA;EPP GOSSOUHOUE;PV 03;6.7782026;1.7217071
9186;COUFFO;DOGBO;AYOMI;KPODAHA DEKA;EPP SOLOUHOUE;PV 01;6.7782026;1.7217071
9187;COUFFO;DOGBO;AYOMI;TOKPOTA;EPP TOKPOTA;PV 01;6.779135;1.7294488
9188;COUFFO;DOGBO;AYOMI;TOKPOTA;EPP TOKPOTA;PV 02;6.779135;1.7294488
9189;COUFFO;DOGBO;AYOMI;ZOHOUDJI;EPP DOLOKO;PV 01;6.7825969;1.7194595
9190;COUFFO;DOGBO;AYOMI;ZOHOUDJI;EPP DOLOKO;PV 02;6.7825969;1.7194595
9191;COUFFO;DOGBO;AYOMI;ZOHOUDJI;EPP SEGUEME;PV 01;6.7825969;1.7194595
9192;COUFFO;DOGBO;AYOMI;ZOHOUDJI;EPP ZOHOUDJI;PV 01;6.7825969;1.7194595
9193;COUFFO;DOGBO;AYOMI;ZOHOUDJI;EPP ZOHOUDJI;PV 02;6.7825969;1.7194595
9194;COUFFO;DOGBO;AYOMI;ZOKPEDJI;EPP DOUGAN;PV 01;6.7786526;1.7097202
9195;COUFFO;DOGBO;AYOMI;ZOKPEDJI;EPP ZOKPEDJI-CENTRE;PV 01;6.7786526;1.7097202
9196;COUFFO;DOGBO;DEVE;ADIDEVO;EPP ADIDEVO;PV 01;6.765026;1.6647938
9197;COUFFO;DOGBO;DEVE;ADIDEVO;EPP ADIDEVO;PV 02;6.765026;1.6647938
9198;COUFFO;DOGBO;DEVE;AGNAVO;EPP AGNAVO;PV 01;6.7449938;1.6848232
9199;COUFFO;DOGBO;DEVE;AGNAVO;EPP AGNAVO;PV 02;6.7449938;1.6848232
9200;COUFFO;DOGBO;DEVE;AGNAVO;HANGAR PLACE PUBLIQUE PLANOUKOME;PV 01;6.7449938;1.6848232
9201;COUFFO;DOGBO;DEVE;DEVE-HOMEY;EPP DEVE-CENTRE;PV 01;6.761855;1.6679665
9202;COUFFO;DOGBO;DEVE;DEVE-HOMEY;EPP DEVE-CENTRE;PV 02;6.761855;1.6679665
9203;COUFFO;DOGBO;DEVE;DEVE-HOMEY;EPP DEVE-CENTRE;PV 03;6.761855;1.6679665
9204;COUFFO;DOGBO;DEVE;GBAKEHOUE;PLACE PUBLIQUE GBAKEHOUE;PV 01;6.766121;1.6662347
9205;COUFFO;DOGBO;DEVE;GBAKEHOUE;PLACE PUBLIQUE GBAKEHOUE;PV 02;6.766121;1.6662347
9206;COUFFO;DOGBO;DEVE;GBAKEHOUE;PLACE PUBLIQUE GBAKEHOUE;PV 03;6.766121;1.6662347
9207;COUFFO;DOGBO;DEVE;KPODJI;EPP TCHANGBAN;PV 01;6.7651745;1.6632812
9208;COUFFO;DOGBO;DEVE;KPODJI;EPP TCHANGBAN;PV 02;6.7651745;1.6632812
9210;COUFFO;DOGBO;DEVE;KPODJI;PLACE PUBLIDUE CENTRE DE SANTE;PV 01;6.7651745;1.6632812
9211;COUFFO;DOGBO;DEVE;KPODJI;PLACE PUBLIDUE CENTRE DE SANTE;PV 02;6.7651745;1.6632812
9212;COUFFO;DOGBO;DEVE;ZOHOUDJI;BUREAU DE L'ARRONDISSEMENT;PV 01;6.7603619;1.6664763
9213;COUFFO;DOGBO;DEVE;ZOHOUDJI;BUREAU DE L'ARRONDISSEMENT;PV 02;6.7603619;1.6664763
9214;COUFFO;DOGBO;DEVE;ZOHOUDJI;CEG DEVE;PV 01;6.7603619;1.6664763
9215;COUFFO;DOGBO;HONTON;ATCHANHOUE;CEG HONTON;PV 01;6.7356817;1.756374
9216;COUFFO;DOGBO;HONTON;ATCHANHOUE;CEG HONTON;PV 02;6.7356817;1.756374
9217;COUFFO;DOGBO;HONTON;ATCHANHOUE;EPP HONTON G/ A, B, C ET D PARTIE A;PV 01;6.7356817;1.756374
9221;COUFFO;DOGBO;HONTON;AVEGODE;EPP HONTON G/A, B, C ET D PARTIE B;PV 01;6.738147;1.7565266
9222;COUFFO;DOGBO;HONTON;CODJOHOUE;EPP ECOLE QUARTIER;PV 01;6.7401879;1.762977
9223;COUFFO;DOGBO;HONTON;CODJOHOUE;HANGAR PLACE PUBLIDUE CODJOHOUE;PV 01;6.7401879;1.762977
9224;COUFFO;DOGBO;HONTON;DADOHOUE;CEG DADOHOUE;PV 01;6.757477;1.7581558
9225;COUFFO;DOGBO;HONTON;DADOHOUE;CEG DADOHOUE;PV 02;6.757477;1.7581558
9226;COUFFO;DOGBO;HONTON;DADOHOUE;EPP DADOHOUE G/A;PV 01;6.757477;1.7581558
9227;COUFFO;DOGBO;HONTON;KOUTIME;EPP HONTON G/A, B, C ET D PARTIE C;PV 01;6.7356412;1.7573711
9228;COUFFO;DOGBO;HONTON;KOUTIME;EPP KOUTIME;PV 01;6.7356412;1.7573711
9229;COUFFO;DOGBO;HONTON;KPOHA;EPP KPOHA;PV 01;6.7573037;1.7677679
9230;COUFFO;DOGBO;HONTON;KPOHA;EPP KPOHA;PV 02;6.7573037;1.7677679
9231;COUFFO;DOGBO;LOKOGOHOUE;HEDJAME;HANGAR PLACE PUBLIQUE CAVECA;PV 01;6.7802742;1.8571072
9232;COUFFO;DOGBO;LOKOGOHOUE;HOUNDROME;EPP HOUNDROME;PV 01;6.7920298;1.8464614
9233;COUFFO;DOGBO;LOKOGOHOUE;HOUNDROME;HANGAR PLACE PUBLIQUE TCHIGOHOUE;PV 01;6.7920298;1.8464614
9234;COUFFO;DOGBO;LOKOGOHOUE;HOUNSA;EPP HOUNSA;PV 01;6.7801904;1.8281281
9235;COUFFO;DOGBO;LOKOGOHOUE;HOUNSA;EPP HOUNSA;PV 02;6.7801904;1.8281281
9236;COUFFO;DOGBO;LOKOGOHOUE;LOKOGOHOUE;EPP LOKOGOHOUE;PV 01;6.7798703;1.841307
9237;COUFFO;DOGBO;LOKOGOHOUE;LOKOGOHOUE;EPP LOKOGOHOUE;PV 02;6.7798703;1.841307
9238;COUFFO;DOGBO;LOKOGOHOUE;LOKOGOHOUE;EPP LOKOGOHOUE;PV 03;6.7798703;1.841307
9239;COUFFO;DOGBO;LOKOGOHOUE;MIDANGBE;EPP MIDANGBE;PV 01;6.7883066;1.8447397
9240;COUFFO;DOGBO;LOKOGOHOUE;SEGBA;EPP LAWEHOUE;PV 01;6.8091632;1.8212945
9241;COUFFO;DOGBO;LOKOGOHOUE;SEGBA;HANGAR PLACE PUBLIQUE TCHIGNAWE;PV 01;6.8091632;1.8212945
9242;COUFFO;DOGBO;LOKOGOHOUE;TOULEHOUDJI;EPP TOULEHOUDJI;PV 01;6.796927;1.8387659
9243;COUFFO;DOGBO;LOKOGOHOUE;TOULEHOUDJI;EPP TOULEHOUDJI;PV 02;6.796927;1.8387659
9244;COUFFO;DOGBO;LOKOGOHOUE;VEHIDJI;EPP VEHIDJI G/A ET B;PV 01;6.7641988;1.8232356
9245;COUFFO;DOGBO;LOKOGOHOUE;VEHIDJI;EPP VEHIDJI G/A ET B;PV 02;6.7641988;1.8232356
9246;COUFFO;DOGBO;LOKOGOHOUE;VEHIDJI;EPP VEHIDJI G/A ET B;PV 03;6.7641988;1.8232356
9247;COUFFO;DOGBO;MADJRE;ADANDRO-AKODE;EPP ADANDRO-AKODE;PV 01;6.7993968;1.8547202
9248;COUFFO;DOGBO;MADJRE;ADANDRO-AKODE;HANGAR PLACE PUBLIQUE BOKOHOUE;PV 01;6.7993968;1.8547202
9249;COUFFO;DOGBO;MADJRE;AYESSO;EPP AYESSO;PV 01;6.82546;1.8496851
9250;COUFFO;DOGBO;MADJRE;AYESSO;EPP AYESSO;PV 02;6.82546;1.8496851
9251;COUFFO;DOGBO;MADJRE;BOTAGBE;EPP DANGNONHOUE;PV 01;6.8259312;1.8664693
9252;COUFFO;DOGBO;MADJRE;BOTAGBE;EPP MADJRE QUARTIER;PV 01;6.8259312;1.8664693
9253;COUFFO;DOGBO;MADJRE;BOTAGBE;HANGAR PLACE PUBLIQUE DAKPEHOUE;PV 01;6.8259312;1.8664693
9254;COUFFO;DOGBO;MADJRE;BOTAGBE;HANGAR PLACE PUBLIQUE TCHECLEHOUE;PV 01;6.8259312;1.8664693
9255;COUFFO;DOGBO;MADJRE;FAFADJI;CEG FAFADJI;PV 01;6.7955876;1.7763935
9256;COUFFO;DOGBO;MADJRE;FAFADJI;CEG FAFADJI;PV 02;6.7955876;1.7763935
9257;COUFFO;DOGBO;MADJRE;GODOHOU;EPP GODOHOU MADJRE;PV 01;6.83467;1.8588546
9258;COUFFO;DOGBO;MADJRE;GODOHOU;EPP GODOHOU MADJRE;PV 02;6.83467;1.8588546
9259;COUFFO;DOGBO;MADJRE;KENAVO;EPP NOUMONVIHOUE;PV 01;6.82546;1.8496851
9260;COUFFO;DOGBO;MADJRE;MADJRE CENTRE;EPP MADJRE G/A ET B;PV 01;6.82546;1.8496851
9261;COUFFO;DOGBO;MADJRE;MADJRE CENTRE;EPP MADJRE G/A ET B;PV 02;6.82546;1.8496851
9262;COUFFO;DOGBO;MADJRE;MADJRE CENTRE;HANGAR PLACE PUBLIQUE GBOKEHOUE;PV 01;6.82546;1.8496851
9263;COUFFO;DOGBO;MADJRE;MADJRE CENTRE;HANGAR PLACE PUBLIQUE LEMAWEHOUE;PV 01;6.82546;1.8496851
9264;COUFFO;DOGBO;MADJRE;TOGANNOU;EPP TOGANNOU;PV 01;6.82546;1.8496851
9265;COUFFO;DOGBO;TOTA;ACHITOU;GARE ROUTIERE;PV 01;6.7966523;1.7733882
9266;COUFFO;DOGBO;TOTA;ACHITOU;GARE ROUTIERE;PV 02;6.7966523;1.7733882
9267;COUFFO;DOGBO;TOTA;AGBEGNIDOHOUE;EPP AGBEGNIDOHOUE;PV 01;6.7990775;1.8108945
9268;COUFFO;DOGBO;TOTA;AHOMEY;EPP AHOMEY G/A,B ET C;PV 01;6.800915;1.7434051
9269;COUFFO;DOGBO;TOTA;AHOMEY;EPP AHOMEY G/A,B ET C;PV 02;6.800915;1.7434051
9270;COUFFO;DOGBO;TOTA;AHOMEY;EPP AHOMEY G/A,B ET C;PV 03;6.800915;1.7434051
9271;COUFFO;DOGBO;TOTA;AHOMEY;UVS AHOMEY;PV 01;6.800915;1.7434051
9272;COUFFO;DOGBO;TOTA;DAHOUE;EPP DAHOUE G/A ET B;PV 01;6.7975091;1.7790062
9273;COUFFO;DOGBO;TOTA;DAHOUE;EPP DAHOUE G/A ET B;PV 02;6.7975091;1.7790062
9274;COUFFO;DOGBO;TOTA;DAHOUE;EPP DAHOUE G/A ET B;PV 03;6.7975091;1.7790062
9275;COUFFO;DOGBO;TOTA;DEGUIHOUE;EPP DEGUIHOUE;PV 01;6.830854;1.7872897
9276;COUFFO;DOGBO;TOTA;DEKANDJI;EPP DEKANDJI G/A,B ET C;PV 01;6.8074517;1.7599105
9277;COUFFO;DOGBO;TOTA;DEKANDJI;EPP DEKANDJI G/A,B ET C;PV 02;6.8074517;1.7599105
9278;COUFFO;DOGBO;TOTA;DEKANDJI;EPP DEKANDJI G/A,B ET C;PV 03;6.8074517;1.7599105
9279;COUFFO;DOGBO;TOTA;DEKANDJI;EPP DEKANDJI G/A,B ET C;PV 04;6.8074517;1.7599105
9280;COUFFO;DOGBO;TOTA;DEKANDJI;EPP DEKANDJI G/A,B ET C;PV 05;6.8074517;1.7599105
9281;COUFFO;DOGBO;TOTA;FAMBOHOUE;EPP FAMBOHOUE;PV 01;6.7947802;1.8263591
9282;COUFFO;DOGBO;TOTA;FONCOME AGANDANNONHOUE;ENI DOGBO;PV 01;6.7879624;1.7763003
9283;COUFFO;DOGBO;TOTA;FONCOME AGANDANNONHOUE;ENI DOGBO;PV 02;6.7879624;1.7763003
9284;COUFFO;DOGBO;TOTA;FONCOME AGANDANNONHOUE;ENI DOGBO;PV 03;6.7879624;1.7763003
9285;COUFFO;DOGBO;TOTA;FONCOME AGANDANNONHOUE;MAISON DES JEUNES;PV 01;6.7879624;1.7763003
9286;COUFFO;DOGBO;TOTA;FONCOME AGBOHOUE;EPP KODJI;PV 01;6.783516;1.7728659
9287;COUFFO;DOGBO;TOTA;FONCOME AGBOHOUE;EPP KODJI;PV 02;6.783516;1.7728659
9288;COUFFO;DOGBO;TOTA;FONCOME GOUHOUN;EPP GOUHOUN;PV 01;6.7649654;1.7987254
9289;COUFFO;DOGBO;TOTA;FONCOME GOUHOUN;EPP GOUHOUN;PV 02;6.7649654;1.7987254
9290;COUFFO;DOGBO;TOTA;FONCOME TETEHOUE;EPP FONCOME G/A,B ET C;PV 01;6.792562;1.7712416
9291;COUFFO;DOGBO;TOTA;FONCOME TETEHOUE;EPP FONCOME G/A,B ET C;PV 02;6.792562;1.7712416
9292;COUFFO;DOGBO;TOTA;FONCOME TETEHOUE;EPP FONCOME G/A,B ET C;PV 03;6.792562;1.7712416
9293;COUFFO;DOGBO;TOTA;HOUEDJAMEY;EPP HOUEDJAMEY G/A , B ET C;PV 01;6.792494;1.7757957
9294;COUFFO;DOGBO;TOTA;HOUEDJAMEY;EPP HOUEDJAMEY G/A , B ET C;PV 02;6.792494;1.7757957
9295;COUFFO;DOGBO;TOTA;HOUEDJAMEY;EPP HOUEDJAMEY G/A , B ET C;PV 03;6.792494;1.7757957
9296;COUFFO;DOGBO;TOTA;HOUEDJAMEY;EPP HOUEDJAMEY G/A , B ET C;PV 04;6.792494;1.7757957
9297;COUFFO;DOGBO;TOTA;HOUNGLOUI;EPP HOUNGLOUI;PV 01;6.808038;1.7884861
9298;COUFFO;DOGBO;TOTA;HOUNGLOUI;EPP HOUNGLOUI;PV 02;6.808038;1.7884861
9299;COUFFO;DOGBO;TOTA;KEGBEHOUE;EPP KEGBEHOUE;PV 01;6.808038;1.7884861
9300;COUFFO;DOGBO;TOTA;KEGBEHOUE;EPP KEGBEHOUE;PV 02;6.808038;1.7884861
9301;COUFFO;DOGBO;TOTA;KENOUHOUE;EPP KENOUHOUE;PV 01;6.8059918;1.7997503
9302;COUFFO;DOGBO;TOTA;KENOUHOUE;EPP KENOUHOUE;PV 02;6.8059918;1.7997503
9303;COUFFO;DOGBO;TOTA;KPODAVE;EPP KPODAVE;PV 01;6.7996999;1.7746146
9304;COUFFO;DOGBO;TOTA;KPODAVE;EPP KPODAVE;PV 02;6.7996999;1.7746146
9305;COUFFO;DOGBO;TOTA;KPODAVE;EPP KPODAVE;PV 03;6.7996999;1.7746146
9306;COUFFO;DOGBO;TOTA;KPODAVE;EPP KPODAVE GNAME;PV 01;6.7996999;1.7746146
9307;COUFFO;DOGBO;TOTA;KPODAVE;EPP KPODAVE GNAME;PV 02;6.7996999;1.7746146
9308;COUFFO;DOGBO;TOTA;KPOGODOU;EPP KPOGODOU;PV 01;6.8351461;1.8165125
9309;COUFFO;DOGBO;TOTA;KPOGODOU;EPP KPOGODOU;PV 02;6.8351461;1.8165125
9310;COUFFO;DOGBO;TOTA;LOKOGBA;EPP A LOKOGBA III;PV 01;6.8354147;1.7974524
9311;COUFFO;DOGBO;TOTA;LOKOGBA;EPP A LOKOGBA III;PV 02;6.8354147;1.7974524
9312;COUFFO;DOGBO;TOTA;MADANKANMEY;EPP MADANKANMEY;PV 01;6.808038;1.7884861
9313;COUFFO;DOGBO;TOTA;TOTA BALIME;BUREAU DE L'ARRONDISSEMENT;PV 01;6.8053864;1.7784243
9314;COUFFO;DOGBO;TOTA;TOTA BALIME;BUREAU DE L'ARRONDISSEMENT;PV 02;6.8053864;1.7784243
9315;COUFFO;DOGBO;TOTA;TOTA BALIME;BUREAU DE L'ARRONDISSEMENT;PV 03;6.8053864;1.7784243
9316;COUFFO;DOGBO;TOTA;TOTA KPODJI;CEG 1 TOTA;PV 01;6.808038;1.7884861
9317;COUFFO;DOGBO;TOTA;TOTA KPODJI;CEG 1 TOTA;PV 02;6.808038;1.7884861
9318;COUFFO;DOGBO;TOTA;TOTA KPODJI;CEG 1 TOTA;PV 03;6.808038;1.7884861
9319;COUFFO;DOGBO;TOTA;TOTA KPODJI;EPP TOTA;PV 01;6.808038;1.7884861
9320;COUFFO;DOGBO;TOTA;TOTA KPODJI;EPP TOTA;PV 02;6.808038;1.7884861
9321;COUFFO;DOGBO;TOTA;ZAPHI GNAME;EPP ZAPHI 2;PV 01;6.8022745;1.7842452
9322;COUFFO;DOGBO;TOTA;ZAPHI GNAME;EPP ZAPHI 2;PV 02;6.8022745;1.7842452
9323;COUFFO;DOGBO;TOTA;ZAPHI GNAME;EPP ZAPHI 2;PV 03;6.8022745;1.7842452
9324;COUFFO;DOGBO;TOTA;ZAPHI HOUEGANME;EPP ZAPHI 1;PV 01;6.7982592;1.783649
9325;COUFFO;DOGBO;TOTA;ZAPHI HOUEGANME;EPP ZAPHI 1;PV 02;6.7982592;1.783649
9326;COUFFO;DOGBO;TOTA;ZAPHI HOUEGANME;EPP ZAPHI 1;PV 03;6.7982592;1.783649
9327;COUFFO;DOGBO;TOTA;ZAPHI HOUEGANME;EPP ZAPHI 1;PV 04;6.7982592;1.783649
9328;COUFFO;DOGBO;TOTA;ZAPHI HOUNSA;HANGAR PLACE PUBLIQUE HOUNSA;PV 01;6.8028038;1.7793732
9329;COUFFO;DOGBO;TOTA;ZAPHI HOUNSA;HANGAR PLACE PUBLIQUE HOUNSA;PV 02;6.8028038;1.7793732
9330;COUFFO;DOGBO;TOTA;ZAPHI HOUNSA;HANGAR PLACE PUBLIQUE HOUNSA;PV 03;6.8028038;1.7793732
9331;COUFFO;DOGBO;TOTCHANGNI CENTRE;ALLADA;CEG TOTCHANGNI;PV 01;6.8439332;1.7836939
9332;COUFFO;DOGBO;TOTCHANGNI CENTRE;ALLADA;CEG TOTCHANGNI;PV 02;6.8439332;1.7836939
9333;COUFFO;DOGBO;TOTCHANGNI CENTRE;GNIGBE;EPP TOTCHANGNI GNIGBE;PV 01;6.801846;1.7815205
9334;COUFFO;DOGBO;TOTCHANGNI CENTRE;GNIGBE;EPP TOTCHANGNI GNIGBE;PV 02;6.801846;1.7815205
9335;COUFFO;DOGBO;TOTCHANGNI CENTRE;TOTCHANGNI;EPP TOTCHANGNI CENTRE;PV 01;6.8282103;1.8624157
