N°;DEPARTEMENT;COMMUNE;ARRONDISSEMENT;VILLAGE_QUARTIER;CENTRE DE VOTE;POSTE DE VOTE
14696;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI;EPP SEKANDJI;PV 02
14697;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI;EPP SEKANDJI;PV 03
14698;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI;EPP SEKANDJI;PV 04
14699;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI;HANGAR ZONE HOUENOUSSOU;PV 01
14700;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI;HANGAR ZONE HOUENOUSSOU;PV 02
14701;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI;HANGAR ZONE HOUENOUSSOU;PV 03
14702;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI;HANGAR ZONE HOUENOUSSOU;PV 04
14703;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI;TERRAIN DE SPORT SEKANDJI;PV 01
14711;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI ALLAMANDOSSI;PLACE CENTRE ORYX SEKANDJI;PV 01
14712;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI ALLAMANDOSSI;EPP SEKANDJI ALLANMANDOSSI;PV 01
14713;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI ALLAMANDOSSI;EPP SEKANDJI ALLANMANDOSSI;PV 02
14714;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI ALLAMANDOSSI;EPP SEKANDJI ALLANMANDOSSI;PV 03
14715;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI ALLAMANDOSSI;EPP SEKANDJI ALLANMANDOSSI;PV 04
14716;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI ALLAMANDOSSI;EPP SEKANDJI ALLANMANDOSSI;PV 05
14717;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI ALLAMANDOSSI;HANGAR PLACE PUBLIC QUARTIER AMOUR;PV 01
14718;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI HOUEYOGBE;CEG SEKANDJI-HOUEYOGBE;PV 01
14719;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI HOUEYOGBE;CEG SEKANDJI-HOUEYOGBE;PV 02
14720;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI HOUEYOGBE;CEG SEKANDJI-HOUEYOGBE;PV 03
14721;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI HOUEYOGBE;CEG SEKANDJI-HOUEYOGBE;PV 04
14722;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI HOUEYOGBE;CEG SEKANDJI-HOUEYOGBE;PV 05
14723;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI HOUEYOGBE;CEG SEKANDJI-HOUEYOGBE;PV 06
14724;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI HOUEYOGBE;EPP GBAGO;PV 01
14725;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI HOUEYOGBE;EPP GBAGO;PV 02
14726;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI HOUEYOGBE;PLACE PUBLIQUE SEKANDJI HOUEYOGBE;PV 01
14727;OUEME;SEME-PODJI;AGBLANGANDAN;SEKANDJI HOUEYOGBE;PLACE PUBLIQUE SEKANDJI HOUEYOGBE;PV 02
14728;OUEME;SEME-PODJI;AHOLOUYEME;AGONSA GBO;EPP AGONSA GBO;PV 01
14729;OUEME;SEME-PODJI;AHOLOUYEME;AGONSA GBO;EPP AGONSA GBO;PV 02
14730;OUEME;SEME-PODJI;AHOLOUYEME;AGONSA GBO;PLACE PUBLIQUE AGONSA GBO;PV 01
14731;OUEME;SEME-PODJI;AHOLOUYEME;AHOLOUYEME;EPP AHOLOUYEME;PV 01
14732;OUEME;SEME-PODJI;AHOLOUYEME;AHOLOUYEME;EPP AHOLOUYEME;PV 02
14733;OUEME;SEME-PODJI;AHOLOUYEME;DENOU;PLACE PUBLIQUE DENOU A VEDO;PV 01
14734;OUEME;SEME-PODJI;AHOLOUYEME;DJEHO;PLACE PUBLIQUE DJEHO;PV 01
14735;OUEME;SEME-PODJI;AHOLOUYEME;DJEHO;PLACE PUBLIQUE DJEHO;PV 02
14736;OUEME;SEME-PODJI;AHOLOUYEME;GOHO;EPP GOHOGBO;PV 01
14737;OUEME;SEME-PODJI;AHOLOUYEME;GOHO;EPP GOHOGBO;PV 02
14738;OUEME;SEME-PODJI;AHOLOUYEME;GOHO;PLACE PUBLIQUE RADO;PV 01
14739;OUEME;SEME-PODJI;AHOLOUYEME;KETONOU;EPP KETONOU 1;PV 01
14740;OUEME;SEME-PODJI;AHOLOUYEME;KETONOU;EPP KETONOU 1;PV 02
14741;OUEME;SEME-PODJI;AHOLOUYEME;KETONOU;EPP KETONOU 1;PV 03
14742;OUEME;SEME-PODJI;AHOLOUYEME;KETONOU;PLACE PUBLIQUE AITCHEMI HONTO;PV 01
14743;OUEME;SEME-PODJI;AHOLOUYEME;KETONOU;PLACE PUBLIQUE GBONHONTO;PV 01
14744;OUEME;SEME-PODJI;AHOLOUYEME;KETONOU;PLACE PUBLIQUE SOKPANOU;PV 01
14745;OUEME;SEME-PODJI;AHOLOUYEME;KETONOU;PLACE PUBLIQUE SOKPANOU;PV 02
14746;OUEME;SEME-PODJI;AHOLOUYEME;KETONOU;PLACE PUBLIQUE TCHINSA;PV 01
14747;OUEME;SEME-PODJI;AHOLOUYEME;KETONOU;PLACE PUBLIQUE TCHINSA;PV 02
14748;OUEME;SEME-PODJI;AHOLOUYEME;TORRI-AGONSA;EPP DE TORRI;PV 01
14749;OUEME;SEME-PODJI;AHOLOUYEME;TORRI-AGONSA;EPP DE TORRI;PV 02
14750;OUEME;SEME-PODJI;AHOLOUYEME;TORRI-AGONSA;EPP DE TORRI;PV 03
14751;OUEME;SEME-PODJI;AHOLOUYEME;TORRI-AGONSA;EPP DE TORRI;PV 04
14752;OUEME;SEME-PODJI;AHOLOUYEME;TORRI-AGONSA;PLACE PUBLIQUE SEKPOE;PV 01
14753;OUEME;SEME-PODJI;AHOLOUYEME;TORRI-AGONSA;PLACE PUBLIQUE SETOKO;PV 01
14754;OUEME;SEME-PODJI;AHOLOUYEME;TORRI-AGONSA;PLACE PUBLIQUE SETOKO;PV 02
14755;OUEME;SEME-PODJI;DJEREGBE;AWANOU;ECOLE MATERNELLE AWANOU;PV 01
14756;OUEME;SEME-PODJI;DJEREGBE;AWANOU;ECOLE MATERNELLE AWANOU;PV 02
14757;OUEME;SEME-PODJI;DJEREGBE;AWANOU;ECOLE MATERNELLE AWANOU;PV 03
14758;OUEME;SEME-PODJI;DJEREGBE;AWANOU;PLACE PUBLIQUE AWANOU;PV 01
14759;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE;BUREAU ARRONDISSEMENT DJREGBE;PV 01
14760;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE;BUREAU ARRONDISSEMENT DJREGBE;PV 02
14761;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE;BUREAU ARRONDISSEMENT DJREGBE;PV 03
14762;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE;BUREAU ARRONDISSEMENT DJREGBE;PV 04
14763;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE;BUREAU ARRONDISSEMENT DJREGBE;PV 05
14764;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE;MAISON DES JEUNES;PV 01
14765;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE;MAISON DES JEUNES;PV 02
14766;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE;MAISON DES JEUNES;PV 03
14767;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE;MAISON DES JEUNES;PV 04
14768;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE;EPP DJEREGBE CENTRE;PV 01
14769;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE;EPP DJEREGBE CENTRE;PV 02
14770;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE;EPP DJEREGBE CENTRE;PV 03
14771;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE;EPP GBEFLOME;PV 01
14772;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE;EPP GBEFLOME;PV 02
14773;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE;EPP GBEFLOME;PV 03
14774;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE HOUELA;CEG DJEREGBE;PV 01
14775;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE HOUELA;CEG DJEREGBE;PV 02
14776;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE HOUELA;CEG DJEREGBE;PV 03
14777;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE HOUELA;ZONGO ECOLE CORANIQUE;PV 01
14778;OUEME;SEME-PODJI;DJEREGBE;DJEREGBE HOUELA;ZONGO ECOLE CORANIQUE;PV 02
14779;OUEME;SEME-PODJI;DJEREGBE;GBEHONME;PLACE PUBLIQUE GBEHONME;PV 01
14780;OUEME;SEME-PODJI;DJEREGBE;GBEHONME;PLACE PUBLIQUE GBEHONME;PV 02
14781;OUEME;SEME-PODJI;DJEREGBE;GBEHONME;PLACE PUBLIQUE GBEHONME;PV 03
14782;OUEME;SEME-PODJI;DJEREGBE;GBEHONME;PLACE PUBLIQUE GBEHONME;PV 04
14783;OUEME;SEME-PODJI;DJEREGBE;GBEHONME;PLACE PUBLIQUE GBEHONME;PV 05
14784;OUEME;SEME-PODJI;DJEREGBE;GBEHONME;PROJET DE DEVELOPPEMENT AGONKANME;PV 01
14785;OUEME;SEME-PODJI;DJEREGBE;GBEHONME;PROJET DE DEVELOPPEMENT AGONKANME;PV 02
14786;OUEME;SEME-PODJI;DJEREGBE;GBOKPA;EPP GBOKPA;PV 01
14787;OUEME;SEME-PODJI;DJEREGBE;GBOKPA;EPP GBOKPA;PV 02
14788;OUEME;SEME-PODJI;DJEREGBE;GBOKPA;EPP GBOKPA;PV 03
14789;OUEME;SEME-PODJI;DJEREGBE;GBOKPA;PLACE PUBLIQUE DE GBOKPA;PV 01
14790;OUEME;SEME-PODJI;DJEREGBE;HOUEKE;ECOLE PRIMAIRE PUBLIQUE DE HOUEKE;PV 01
14791;OUEME;SEME-PODJI;DJEREGBE;HOUEKE;ECOLE PRIMAIRE PUBLIQUE DE HOUEKE;PV 02
14792;OUEME;SEME-PODJI;DJEREGBE;HOUEKE;ECOLE PRIMAIRE PUBLIQUE DE HOUEKE;PV 03
14793;OUEME;SEME-PODJI;DJEREGBE;HOUINTA;EPP HOUINTA;PV 01
14794;OUEME;SEME-PODJI;DJEREGBE;HOUINTA;EPP HOUINTA;PV 02
14795;OUEME;SEME-PODJI;DJEREGBE;HOUINTA;PLACE PUBLIQUE AHOUANDJIHONTO;PV 01
14796;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;CS DIEU EST GRAND;PV 01
14797;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;CS DIEU EST GRAND;PV 02
14798;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;CS DIEU EST GRAND;PV 03
14799;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;CS DIEU EST GRAND;PV 04
14800;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;CS DIEU EST GRAND;PV 05
14801;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;EPP CREA VITA;PV 01
14802;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;EPP CREA VITA;PV 02
14803;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;EPP CREA VITA;PV 03
14804;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;EPP CREA VITA;PV 04
14805;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;EPP CREA VITA;PV 05
14806;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;EPP DJEFFA GLEGBONOU;PV 01
14807;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;EPP DJEFFA GLEGBONOU;PV 02
14808;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;EPP DJEFFA GLEGBONOU;PV 03
14809;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;EPP DJEFFA GLEGBONOU;PV 04
14810;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;CS BONNE SEMENCE;PV 01
14811;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;CS BONNE SEMENCE;PV 02
14812;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;CS BONNE SEMENCE;PV 03
14813;OUEME;SEME-PODJI;EKPE;DJEFFA GLEGBONOU;CS BONNE SEMENCE;PV 04
14814;OUEME;SEME-PODJI;EKPE;DJEFFA HOUEDOME;EPP DJEFFA HOUEDOME;PV 01
14815;OUEME;SEME-PODJI;EKPE;DJEFFA HOUEDOME;EPP DJEFFA HOUEDOME;PV 02
14816;OUEME;SEME-PODJI;EKPE;DJEFFA HOUEDOME;EPP DJEFFA HOUEDOME;PV 03
14817;OUEME;SEME-PODJI;EKPE;DJEFFA HOUEDOME;EPP DJEFFA PLAGE;PV 01
14818;OUEME;SEME-PODJI;EKPE;DJEFFA HOUEDOME;EPP DJEFFA PLAGE;PV 02
14819;OUEME;SEME-PODJI;EKPE;DJEFFA HOUEDOME;EPP DJEFFA PLAGE;PV 03
14820;OUEME;SEME-PODJI;EKPE;DJEFFA HOUEDOME;EPP SAINTE THERESE DE L'ENFANT JESUS;PV 01
14821;OUEME;SEME-PODJI;EKPE;DJEFFA HOUEDOME;EPP SAINTE THERESE DE L'ENFANT JESUS;PV 02
14822;OUEME;SEME-PODJI;EKPE;DJEFFA HOUEDOME;EPP SAINTE THERESE DE L'ENFANT JESUS;PV 03
14826;OUEME;SEME-PODJI;EKPE;DJEFFA HOUEDOME;CS AVENIR GARANTI;PV 01
14827;OUEME;SEME-PODJI;EKPE;DJEFFA HOUEDOME;CS AVENIR GARANTI;PV 02
14837;OUEME;SEME-PODJI;EKPE;DJEFFA KOWENOU;PLACE PUBLIQUE KOWENOU FLEME;PV 01
14838;OUEME;SEME-PODJI;EKPE;DJEFFA KOWENOU;PLACE PUBLIQUE KOWENOU FLEME;PV 02
14839;OUEME;SEME-PODJI;EKPE;DJEFFA KOWENOU;PLACE PUBLIQUE KOWENOU FLEME;PV 03
14840;OUEME;SEME-PODJI;EKPE;DJEFFA KOWENOU;PLACE PUBLIQUE KOWENOU FLEME;PV 04
14841;OUEME;SEME-PODJI;EKPE;DJEFFA KOWENOU;PLACE PUBLIQUE KOWENOU FLEME;PV 05
14842;OUEME;SEME-PODJI;EKPE;DJEFFA KOWENOU;PLACE PUBLIQUE VLEKETE TOHO;PV 01
14843;OUEME;SEME-PODJI;EKPE;DJEFFA KOWENOU;PLACE PUBLIQUE VLEKETE TOHO;PV 02
14844;OUEME;SEME-PODJI;EKPE;EKPE GBEDJAME;CS AMOUR;PV 01
14845;OUEME;SEME-PODJI;EKPE;EKPE GBEDJAME;CS AMOUR;PV 02
14846;OUEME;SEME-PODJI;EKPE;EKPE GBEDJAME;CS AMOUR;PV 03
14847;OUEME;SEME-PODJI;EKPE;EKPE GBEDJAME;CS AMOUR;PV 04
14848;OUEME;SEME-PODJI;EKPE;EKPE GBEDJAME;CS AMOUR;PV 05
14849;OUEME;SEME-PODJI;EKPE;EKPE GBEDJAME;CS AMOUR;PV 06
14850;OUEME;SEME-PODJI;EKPE;EKPE GBEDJAME;CS AMOUR;PV 07
14851;OUEME;SEME-PODJI;EKPE;EKPE GBEDJAME;ECOLE MATERNELLE EKPE GBEDJAMIN;PV 01
14852;OUEME;SEME-PODJI;EKPE;EKPE GBEDJAME;ECOLE MATERNELLE EKPE GBEDJAMIN;PV 02
14853;OUEME;SEME-PODJI;EKPE;EKPE GBEDJAME;PLACE PUBLIQUE GBEDJAMIN;PV 01
14854;OUEME;SEME-PODJI;EKPE;EKPE GBEDJAME;PLACE PUBLIQUE GBEDJAMIN;PV 02
14855;OUEME;SEME-PODJI;EKPE;EKPE GBEDJAME;PLACE PUBLIQUE GBEDJAMIN;PV 03
14856;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;ECOLE PRIMAIRE PRIVEE LA DIFFERENCE;PV 01
14857;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;ECOLE PRIMAIRE PRIVEE LA DIFFERENCE;PV 02
14858;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;ECOLE PRIMAIRE PRIVEE LA DIFFERENCE;PV 03
14859;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;ECOLE PRIMAIRE PRIVEE LA DIFFERENCE;PV 04
14860;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;ECOLE PRIMAIRE PRIVEE LA DIFFERENCE;PV 05
14861;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;EPP KANHONOU;PV 01
14862;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;EPP KANHONOU;PV 02
14863;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;EPP KANHONOU;PV 03
14864;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;EPP KANHONOU;PV 04
14865;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;EPP KANHONOU;PV 05
14866;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;EPP KANHONOU;PV 06
14867;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;PLACE PUBLIQUE ZANGBETOVALI;PV 01
14868;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;PLACE PUBLIQUE ZANGBETOVALI;PV 02
14869;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;PLACE PUBLIQUE ZANGBETOVALI;PV 03
14870;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;PLACE PUBLIQUE ZANGBETOVALI;PV 04
14871;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;CS SAINTE MARIE;PV 01
14872;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;CS SAINTE MARIE;PV 02
14873;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;CS SAINTE MARIE;PV 03
14874;OUEME;SEME-PODJI;EKPE;EKPE KANHONNOU;CS SAINTE MARIE;PV 04
14875;OUEME;SEME-PODJI;EKPE;EKPE-KPECOME;CEG EKPE-KPECOME;PV 01
14876;OUEME;SEME-PODJI;EKPE;EKPE-KPECOME;CEG EKPE-KPECOME;PV 02
14877;OUEME;SEME-PODJI;EKPE;EKPE-KPECOME;CEG EKPE-KPECOME;PV 03
14878;OUEME;SEME-PODJI;EKPE;EKPE-KPECOME;CEG EKPE-KPECOME;PV 04
14879;OUEME;SEME-PODJI;EKPE;EKPE-KPECOME;CEG EKPE-KPECOME;PV 05
14880;OUEME;SEME-PODJI;EKPE;EKPE-KPECOME;CEG EKPE-KPECOME;PV 06
14881;OUEME;SEME-PODJI;EKPE;EKPE-KPECOME;MAISON DES JEUNES KPECOME;PV 01
14882;OUEME;SEME-PODJI;EKPE;EKPE-KPECOME;MAISON DES JEUNES KPECOME;PV 02
14883;OUEME;SEME-PODJI;EKPE;EKPE-KPECOME;MAISON DES JEUNES KPECOME;PV 03
14888;OUEME;SEME-PODJI;EKPE;EKPE-MARINA;ECOLE COMMUNAUTAIRE;PV 01
14889;OUEME;SEME-PODJI;EKPE;EKPE-MARINA;ECOLE COMMUNAUTAIRE;PV 02
14890;OUEME;SEME-PODJI;EKPE;EKPE-PK10;CSP GABAON;PV 01
14891;OUEME;SEME-PODJI;EKPE;EKPE-PK10;CSP GABAON;PV 02
14892;OUEME;SEME-PODJI;EKPE;EKPE-PK10;CSP GABAON;PV 03
14893;OUEME;SEME-PODJI;EKPE;EKPE-PK10;CSP GABAON;PV 04
14894;OUEME;SEME-PODJI;EKPE;EKPE-PK10;CSP GABAON;PV 05
14895;OUEME;SEME-PODJI;EKPE;EKPE-PK10;CSP GABAON;PV 06
14896;OUEME;SEME-PODJI;EKPE;EKPE-PK10;CSP GABAON;PV 07
14897;OUEME;SEME-PODJI;EKPE;EKPE-PK10;EPP PK 10;PV 01
14898;OUEME;SEME-PODJI;EKPE;EKPE-PK10;EPP PK 10;PV 02
14899;OUEME;SEME-PODJI;EKPE;EKPE-PK10;EPP PK 10;PV 03
14900;OUEME;SEME-PODJI;EKPE;EKPE-PK10;EPP PK 10;PV 04
14901;OUEME;SEME-PODJI;EKPE;EKPE-PK10;EPP PK 10;PV 05
14902;OUEME;SEME-PODJI;EKPE;EKPE-PK10;CEG EKPE II;PV 01
14903;OUEME;SEME-PODJI;EKPE;EKPE-PK10;CEG EKPE II;PV 02
14904;OUEME;SEME-PODJI;EKPE;EKPE-PK10;CEG EKPE II;PV 03
14905;OUEME;SEME-PODJI;EKPE;EKPE-PK10;CEG EKPE II;PV 04
14906;OUEME;SEME-PODJI;EKPE;EKPE-PK10;CEG EKPE II;PV 05
14907;OUEME;SEME-PODJI;EKPE;EKPE-SEYIVE;ECOLE LA RICHESSE DU SAVOIR;PV 01
14908;OUEME;SEME-PODJI;EKPE;EKPE-SEYIVE;ECOLE LA RICHESSE DU SAVOIR;PV 02
14909;OUEME;SEME-PODJI;EKPE;EKPE-SEYIVE;ECOLE LA RICHESSE DU SAVOIR;PV 03
14910;OUEME;SEME-PODJI;EKPE;EKPE-SEYIVE;ECOLE LA RICHESSE DU SAVOIR;PV 04
14911;OUEME;SEME-PODJI;EKPE;EKPE WECHINDAHOME;CSP LA COLOMBE PK11;PV 01
14912;OUEME;SEME-PODJI;EKPE;EKPE WECHINDAHOME;CSP LA COLOMBE PK11;PV 02
14913;OUEME;SEME-PODJI;EKPE;EKPE WECHINDAHOME;CSP LA COLOMBE PK11;PV 03
14914;OUEME;SEME-PODJI;EKPE;EKPE WECHINDAHOME;CSP LA COLOMBE PK11;PV 04
14915;OUEME;SEME-PODJI;EKPE;EKPE WECHINDAHOME;CSP LA COLOMBE PK11;PV 05
14916;OUEME;SEME-PODJI;EKPE;EKPE WECHINDAHOME;CSP LA COLOMBE PK11;PV 06
14917;OUEME;SEME-PODJI;EKPE;EKPE WECHINDAHOME;EPP EKPE GNIVEDJI;PV 01
14918;OUEME;SEME-PODJI;EKPE;EKPE WECHINDAHOME;EPP EKPE GNIVEDJI;PV 02
14919;OUEME;SEME-PODJI;EKPE;EKPE WECHINDAHOME;EPP EKPE GNIVEDJI;PV 03
14920;OUEME;SEME-PODJI;EKPE;EKPE WECHINDAHOME;MAISON DES JEUNES EKPE;PV 01
14921;OUEME;SEME-PODJI;EKPE;EKPE WECHINDAHOME;MAISON DES JEUNES EKPE;PV 02
14922;OUEME;SEME-PODJI;EKPE;EKPE WECHINDAHOME;MAISON DES JEUNES EKPE;PV 03
14923;OUEME;SEME-PODJI;EKPE;TCHONVI;EPP TCHONVI;PV 01
14924;OUEME;SEME-PODJI;EKPE;TCHONVI;EPP TCHONVI;PV 02
14925;OUEME;SEME-PODJI;EKPE;TCHONVI;EPP TCHONVI;PV 03
14926;OUEME;SEME-PODJI;EKPE;TCHONVI;EPP TCHONVI;PV 04
14927;OUEME;SEME-PODJI;EKPE;TCHONVI;EPP TCHONVI;PV 05
14928;OUEME;SEME-PODJI;EKPE;TCHONVI;PLACE PUBLIQUE DJELOUHONTO;PV 01
14929;OUEME;SEME-PODJI;EKPE;TCHONVI;PLACE PUBLIQUE DJELOUHONTO;PV 02
14930;OUEME;SEME-PODJI;EKPE;TCHONVI;PLACE PUBLIQUE DJELOUHONTO;PV 03
14931;OUEME;SEME-PODJI;EKPE;TCHONVI;PLACE PUBLIQUE MIDOMBO;PV 01
14932;OUEME;SEME-PODJI;EKPE;TCHONVI;PLACE PUBLIQUE MIDOMBO;PV 02
14933;OUEME;SEME-PODJI;EKPE;TCHONVI AGBOLOGOUN;CS MON DESTIN;PV 01
14934;OUEME;SEME-PODJI;EKPE;TCHONVI AGBOLOGOUN;CS MON DESTIN;PV 02
14935;OUEME;SEME-PODJI;EKPE;TCHONVI AGBOLOGOUN;CS MON DESTIN;PV 03
14936;OUEME;SEME-PODJI;EKPE;TCHONVI AGBOLOGOUN;CS MON DESTIN;PV 04
14937;OUEME;SEME-PODJI;EKPE;TCHONVI AGBOLOGOUN;CS MON DESTIN;PV 05
14938;OUEME;SEME-PODJI;SEME-PODJI;AGONGO;CEG SEME KPODJI;PV 01
14939;OUEME;SEME-PODJI;SEME-PODJI;AGONGO;CEG SEME KPODJI;PV 02
14940;OUEME;SEME-PODJI;SEME-PODJI;AGONGO;CEG SEME KPODJI;PV 03
14941;OUEME;SEME-PODJI;SEME-PODJI;AGONGO;CEG SEME KPODJI;PV 04
14942;OUEME;SEME-PODJI;SEME-PODJI;AGONGO;CEG SEME KPODJI;PV 05
14943;OUEME;SEME-PODJI;SEME-PODJI;AGONGO;CEG SEME KPODJI;PV 06
14944;OUEME;SEME-PODJI;SEME-PODJI;AGONGO;ECOLE MATERNELLE AGONGO;PV 01
14945;OUEME;SEME-PODJI;SEME-PODJI;AGONGO;EPP SEME GARE;PV 01
14946;OUEME;SEME-PODJI;SEME-PODJI;AGONGO;EPP SEME GARE;PV 02
14947;OUEME;SEME-PODJI;SEME-PODJI;AGONGO;EPP SEME GARE;PV 03
14948;OUEME;SEME-PODJI;SEME-PODJI;AGONGO;EPP SEME GARE;PV 04
14949;OUEME;SEME-PODJI;SEME-PODJI;OKOUN-SEME;CEG OKOUN-SEME;PV 01
14950;OUEME;SEME-PODJI;SEME-PODJI;OKOUN-SEME;CEG OKOUN-SEME;PV 02
14951;OUEME;SEME-PODJI;SEME-PODJI;OKOUN-SEME;CEG OKOUN-SEME;PV 03
14952;OUEME;SEME-PODJI;SEME-PODJI;OKOUN-SEME;CEG OKOUN-SEME;PV 04
14953;OUEME;SEME-PODJI;SEME-PODJI;OKOUN-SEME;CEG OKOUN-SEME;PV 05
14954;OUEME;SEME-PODJI;SEME-PODJI;OKOUN-SEME;EPP OKOUN-SEME;PV 01
14955;OUEME;SEME-PODJI;SEME-PODJI;OKOUN-SEME;EPP OKOUN-SEME;PV 02
14956;OUEME;SEME-PODJI;SEME-PODJI;OKOUN-SEME;EPP OKOUN-SEME;PV 03
14957;OUEME;SEME-PODJI;SEME-PODJI;OKOUN-SEME;EPP OKOUN-SEME;PV 04
14958;OUEME;SEME-PODJI;SEME-PODJI;PODJI-AGUE;BUREAU D'ARRONDISSEMENT SEME-PODJI;PV 01
14959;OUEME;SEME-PODJI;SEME-PODJI;PODJI-AGUE;BUREAU D'ARRONDISSEMENT SEME-PODJI;PV 02
14960;OUEME;SEME-PODJI;SEME-PODJI;PODJI-AGUE;BUREAU D'ARRONDISSEMENT SEME-PODJI;PV 03
14961;OUEME;SEME-PODJI;SEME-PODJI;PODJI-AGUE;BUREAU D'ARRONDISSEMENT SEME-PODJI;PV 04
14962;OUEME;SEME-PODJI;SEME-PODJI;PODJI-AGUE;BUREAU D'ARRONDISSEMENT SEME-PODJI;PV 05
14963;OUEME;SEME-PODJI;SEME-PODJI;PODJI-AGUE;EPP PODJI AGUE;PV 01
14964;OUEME;SEME-PODJI;SEME-PODJI;PODJI-AGUE;EPP PODJI AGUE;PV 02
14968;OUEME;SEME-PODJI;SEME-PODJI;PODJI-AGUE GBAGO;MAISON DES JEUNES;PV 01
14969;OUEME;SEME-PODJI;SEME-PODJI;PODJI-AGUE GBAGO;MAISON DES JEUNES;PV 02
